iid,gender,age,field_of_study,race,imprace,imprelig,goal,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr,sinc,intel,fun,amb,shar,avg_attr,avg_sinc,avg_intel,avg_fun,avg_amb,avg_shar,yes_freq
133,0,24,5,4,8,6,1,6,5,2,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,12.77,19.15,17.02,17.02,14.89,19.15,5,9.25,8.75,7.5,7.25,4.25,0.25
134,0,23,10,2,8,10,1,5,3,2,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,6.67,20,20,17.78,20,15.56,6.333333333333333,8.333333333333334,8.333333333333334,5.666666666666667,7,4.333333333333333,0.6666666666666666
135,0,26,3,2,9,6,1,7,2,2,3,1,1,1,9,9,10,1,7,7,1,8,7,10,10,2,9,18.18,22.73,18.18,13.64,13.64,13.64,6.375,7.75,7.5,5.75,6.75,4.75,0.75
137,1,26,8,4,1,1,1,4,1,8,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,17.39,17.39,15.22,17.39,13.04,19.57,7.5,8.25,7.25,8.5,7.5,8.25,0.25
138,1,32,8,2,9,6,1,3,2,7,7,2,9,8,6,6,1,7,7,9,9,4,9,2,9,6,2,20,20,20,20,6.67,13.33,8,8,8.75,8.25,8.25,8,0.5
139,1,37,5,4,6,1,1,6,3,2,7,5,8,10,9,9,6,5,6,10,8,7,10,8,9,7,8,18.75,16.67,18.75,20.83,12.5,12.5,5.25,6.75,7.5,5.25,7.75,4.5,0
140,1,29,8,2,5,5,1,5,2,7,8,6,8,9,5,5,5,5,7,9,6,7,6,4,5,4,3,18.6,16.28,18.6,18.6,11.63,16.28,8,8.25,8.25,8.5,8.75,7.5,0.5
141,1,28,8,3,4,4,1,6,2,7,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,20.83,20.83,16.67,16.67,6.25,18.75,5.5,6.75,6.75,7,6.5,6.25,0
142,0,24,13,2,1,4,1,5,2,2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,14.29,14.29,21.43,21.43,19.05,9.52,7.666666666666667,7.333333333333333,7.583333333333333,6.916666666666667,6.333333333333333,5.833333333333333,0.6666666666666666
143,0,33,1,2,6,2,2,7,4,1,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,8.33,20.83,20.83,14.58,16.67,18.75,4.846153846153846,7.615384615384615,7.230769230769231,5.230769230769231,6.846153846153846,4.846153846153846,0.07692307692307693
144,0,23,10,2,5,2,1,5,2,2,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,16,16,16,18,18,16,6.857142857142857,7.642857142857143,8.142857142857142,7.285714285714286,6.571428571428571,6.285714285714286,0.35714285714285715
145,0,24,10,2,9,7,2,7,1,2,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,11.36,18.18,22.73,18.18,11.36,18.18,5.571428571428571,7.357142857142857,7.857142857142857,5.928571428571429,6.571428571428571,5.285714285714286,0.35714285714285715
146,0,36,6,2,1,7,4,7,1,2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,18.18,18.18,18.18,18.18,13.64,13.64,5.384615384615385,7,7.615384615384615,5.230769230769231,6.153846153846154,5.230769230769231,0.38461538461538464
147,0,26,8,4,3,3,5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,18,18,20,18,16,10,6.3076923076923075,7.230769230769231,7,7.923076923076923,6.3076923076923075,5.461538461538462,0.38461538461538464
148,0,27,8,4,7,4,5,4,1,7,7,4,6,9,9,9,5,2,1,10,10,9,9,5,7,9,7,15.09,16.98,16.98,18.87,18.87,13.21,6.833333333333333,6.833333333333333,7.25,6.5,6.916666666666667,5.333333333333333,0.75
149,0,28,13,2,3,3,1,5,2,2,8,4,5,8,8,8,8,3,6,6,6,5,8,7,10,9,8,8.51,19.15,19.15,19.15,19.15,14.89,7.538461538461538,7,7.461538461538462,6.538461538461538,6.769230769230769,6.461538461538462,0.7692307692307693
150,0,31,7,2,3,3,4,5,2,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,12,20,20,20,14,14,7.285714285714286,8,8.285714285714286,7,7.071428571428571,5.285714285714286,0.7142857142857143
151,0,28,13,2,1,2,3,3,1,9,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,14.55,16.36,18.18,18.18,16.36,16.36,8.833333333333334,8.083333333333334,7.5,7.666666666666667,6.833333333333333,5.833333333333333,0.9166666666666666
152,0,27,13,4,2,3,1,4,3,2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,14,20,20,14,18,14,7,7.923076923076923,7.846153846153846,5.6923076923076925,6.6923076923076925,4.384615384615385,0.46153846153846156
153,0,28,7,4,1,1,2,6,3,2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,9.76,19.51,19.51,14.63,19.51,17.07,6.461538461538462,8,7.076923076923077,5.846153846153846,6.461538461538462,4.6923076923076925,0.38461538461538464
154,0,27,8,2,8,3,6,4,1,7,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,15.38,17.31,17.31,17.31,17.31,15.38,7.785714285714286,7.857142857142857,7.571428571428571,7.214285714285714,7.571428571428571,6,0.8571428571428571
155,0,27,8,2,5,1,2,5,1,9,2,1,10,10,7,8,5,1,1,10,4,10,9,5,7,7,4,15.09,18.87,18.87,16.98,16.98,13.21,7.416666666666667,7.166666666666667,6.833333333333333,6.583333333333333,6.5,5.666666666666667,0.5833333333333334
156,0,30,8,1,1,1,2,6,3,7,3,7,10,10,10,10,8,7,9,10,10,10,10,10,10,7,8,14,18,16,18,18,16,7.071428571428571,8,8.142857142857142,7.285714285714286,8.142857142857142,6.285714285714286,0.6428571428571429
157,0,28,8,4,5,3,1,6,1,7,8,7,8,8,6,6,9,2,9,7,4,6,7,5,6,6,3,14.29,16.33,16.33,18.37,18.37,16.33,7.6923076923076925,7.076923076923077,7.384615384615385,7.384615384615385,7.6923076923076925,5.769230769230769,0.7692307692307693
158,1,23,10,2,3,4,4,6,2,2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,19.05,19.05,19.05,19.05,9.52,14.29,4.2727272727272725,6.363636363636363,7.363636363636363,3.727272727272727,6.545454545454546,3.8181818181818183,0
159,1,28,10,2,7,2,1,6,2,2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,15.91,20.45,20.45,20.45,11.36,11.36,3.909090909090909,7.545454545454546,8.090909090909092,5.545454545454546,7.090909090909091,4.363636363636363,0.09090909090909091
160,1,29,8,1,3,4,2,5,2,8,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,16,18,18,18,14,16,7.5,7.285714285714286,7.571428571428571,8.142857142857142,8,6.142857142857143,0.2857142857142857
161,1,22,10,2,6,2,2,4,2,10,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,16.67,18.75,18.75,18.75,18.75,8.33,7.928571428571429,7.428571428571429,8.071428571428571,7.857142857142857,7.285714285714286,6.357142857142857,0.7142857142857143
162,1,27,10,4,1,1,2,6,2,4,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,15.22,15.22,19.57,17.39,13.04,19.57,6,6.833333333333333,7.666666666666667,5.75,6.916666666666667,5.666666666666667,0.3333333333333333
163,1,26,9,2,1,1,4,3,3,2,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,12,20,20,20,16,12,6.928571428571429,7.714285714285714,7.642857142857143,7.142857142857143,7.071428571428571,6.785714285714286,0.5714285714285714
164,1,27,7,2,1,1,1,6,2,2,7,5,5,6,7,7,7,1,3,7,2,5,6,4,6,2,2,20.51,23.08,20.51,17.95,2.56,15.38,6.6923076923076925,8,8.153846153846153,6.923076923076923,6.769230769230769,6.153846153846154,0.23076923076923078
165,1,30,13,2,4,7,3,6,3,6,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,16.67,12.5,20.83,18.75,12.5,18.75,7.090909090909091,6.909090909090909,6.7272727272727275,5.2727272727272725,5.7272727272727275,5.090909090909091,0.18181818181818182
166,1,26,8,6,1,9,5,5,2,7,5,5,9,4,4,2,5,1,3,9,1,5,8,7,10,1,7,27.78,19.44,19.44,27.78,2.78,2.78,7.363636363636363,6.818181818181818,7.363636363636363,6.636363636363637,7.2727272727272725,5.636363636363637,0.2727272727272727
167,1,23,10,2,1,1,2,6,2,2,9,9,8,6,8,8,9,2,5,6,5,6,8,6,7,3,2,18.6,13.95,18.6,16.28,16.28,16.28,6.153846153846154,6.923076923076923,7.461538461538462,6.769230769230769,6.6923076923076925,5.769230769230769,0.23076923076923078
168,1,23,10,4,1,1,1,4,2,10,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,11.11,17.78,17.78,17.78,17.78,17.78,4.454545454545454,7.363636363636363,7.454545454545454,6.2727272727272725,6.181818181818182,5.363636363636363,0.09090909090909091
169,1,28,10,2,2,3,2,6,2,2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,17.78,20,17.78,15.56,15.56,13.33,8.23076923076923,8.153846153846153,8.615384615384615,7.769230769230769,7.615384615384615,7,0.9230769230769231
170,1,28,10,4,2,1,1,5,3,4,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,16.28,20.93,18.6,18.6,13.95,11.63,4.333333333333333,7.5,8.416666666666666,5,7.583333333333333,5.25,0
171,1,29,8,2,1,1,1,4,2,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,19.57,10.87,19.57,19.57,19.57,10.87,5.6,8.1,8.5,5.7,7.5,4.9,0.3
172,1,27,8,2,5,7,1,3,1,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,17.78,17.78,22.22,20,15.56,6.67,7,8.272727272727273,8.272727272727273,7.818181818181818,8.090909090909092,7.2727272727272725,0.5454545454545454
173,1,22,2,2,5,7,1,4,1,2,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,18.37,18.37,20.41,20.41,16.33,6.12,6.2727272727272725,7.7272727272727275,8.363636363636363,7.363636363636363,7.454545454545454,6.818181818181818,0.45454545454545453
174,0,29,8,4,1,1,4,5,3,7,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,9.52,23.81,16.67,16.67,16.67,16.67,4.857142857142857,7.714285714285714,7.285714285714286,5.571428571428571,5.571428571428571,5.857142857142857,0.14285714285714285
175,0,23,13,6,5,8,2,3,1,7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3,12.24,20.41,16.33,14.29,20.41,16.33,5.777777777777778,7.555555555555555,7.333333333333333,6.111111111111111,6.555555555555555,7,0.4444444444444444
176,0,28,8,4,10,1,2,6,3,7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,13.04,21.74,19.57,17.39,15.22,13.04,6.875,7.875,7.75,5.125,7.375,6,0.375
177,0,22,13,2,8,3,2,5,2,7,5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,15.09,16.98,16.98,16.98,18.87,15.09,5,7.125,7.25,6.875,7.625,5.5,0
178,0,35,3,4,5,5,2,4,2,4,3,4,7,9,8,8,8,2,9,8,8,8,8,8,9,6,8,15.22,17.39,17.39,17.39,15.22,17.39,4.714285714285714,7.714285714285714,7.571428571428571,6.142857142857143,6.857142857142857,6.428571428571429,0.2857142857142857
179,0,30,6,3,5,1,1,6,3,2,5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,19.15,21.28,17.02,17.02,12.77,12.77,8.11111111111111,7.888888888888889,8.444444444444445,8.222222222222221,7.777777777777778,6.333333333333333,0.7777777777777778
180,0,24,8,4,2,2,6,4,2,7,7,7,5,9,5,5,8,5,9,6,7,9,9,7,8,9,7,15.38,17.31,17.31,19.23,13.46,17.31,7.714285714285714,8.285714285714286,7.428571428571429,7.285714285714286,7,6.571428571428571,0.8571428571428571
181,0,22,4,1,7,8,1,5,5,2,3,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6,15.38,19.23,19.23,17.31,17.31,11.54,7.714285714285714,8.428571428571429,7.428571428571429,6.714285714285714,7.142857142857143,6,0.5714285714285714
182,0,22,4,1,7,5,1,4,3,4,5,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1,16.07,17.86,17.86,17.86,17.86,12.5,5,8,7.571428571428571,6.857142857142857,7.857142857142857,5,0.14285714285714285
183,0,24,11,2,1,1,1,7,3,6,9,6,8,9,8,8,9,9,9,7,8,8,9,9,10,8,1,20,22.5,17.5,22.5,10,7.5,6.333333333333333,6.777777777777778,6.888888888888889,6.777777777777778,6,5.888888888888889,0.2222222222222222
184,1,34,8,2,1,1,2,4,2,7,5,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8,16.67,16.67,16.67,16.67,16.67,16.67,6.333333333333333,7.555555555555555,7.333333333333333,6.666666666666667,7.111111111111111,6.666666666666667,0.8888888888888888
185,1,25,2,4,3,4,1,7,4,6,8,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9,16.98,15.09,16.98,16.98,18.87,15.09,4.75,5.75,6.25,5.375,6.5,4.75,0.125
186,1,24,5,4,4,3,1,7,3,2,5,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3,19.44,19.44,22.22,16.67,11.11,11.11,5.333333333333333,7.333333333333333,7.666666666666667,6.111111111111111,6.555555555555555,5.888888888888889,0.3333333333333333
187,1,26,8,2,10,5,2,4,1,7,3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1,16.98,16.98,18.87,16.98,13.21,16.98,4.875,5.875,6,5.75,5.75,6.125,0.125
188,1,21,5,2,1,1,2,3,1,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,15.56,11.11,22.22,15.56,20,15.56,4.333333333333333,6.333333333333333,6.444444444444445,6.222222222222222,6.444444444444445,5.333333333333333,0.2222222222222222
189,1,27,1,6,6,1,1,6,2,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,16.98,16.98,16.98,16.98,16.98,15.09,5.222222222222222,7.222222222222222,7,5.888888888888889,6.444444444444445,5.777777777777778,0.3333333333333333
190,1,25,13,2,1,1,2,7,3,9,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,15.56,20,20,20,13.33,11.11,6.666666666666667,6.666666666666667,6.888888888888889,8,6.888888888888889,5.777777777777778,0.5555555555555556
191,1,28,8,2,6,1,5,4,2,7,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,20.45,20.45,20.45,18.18,18.18,2.27,6.333333333333333,7.222222222222222,7.222222222222222,7.222222222222222,7.555555555555555,6.444444444444445,0.7777777777777778
192,1,24,8,2,2,7,1,6,2,7,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,19.57,19.57,15.22,17.39,15.22,13.04,6.555555555555555,6.555555555555555,7.222222222222222,7.777777777777778,7.111111111111111,7.444444444444445,0.6666666666666666
193,1,25,1,4,2,2,1,6,2,1,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,20.93,16.28,23.26,16.28,11.63,11.63,6,7.111111111111111,7.444444444444445,7.111111111111111,7.333333333333333,6.444444444444445,0.4444444444444444
194,0,24,3,2,9,9,3,3,2,3,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,16,16,20,16,18,14,4.555555555555555,5.722222222222222,5.833333333333333,4.944444444444445,5.333333333333333,4.166666666666667,0.1111111111111111
195,0,27,10,2,3,9,1,2,1,2,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,15.38,19.23,19.23,19.23,13.46,13.46,6.684210526315789,7,7.526315789473684,7.2105263157894735,5.842105263157895,5.842105263157895,0.7894736842105263
196,0,25,7,4,1,6,1,1,1,2,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,17.65,17.65,17.65,15.69,15.69,15.69,6.315789473684211,6.894736842105263,6.631578947368421,4.631578947368421,5.157894736842105,4.473684210526316,0.3684210526315789
197,0,24,13,6,2,1,1,4,3,7,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,14,18,20,18,16,14,6.7894736842105265,6.894736842105263,7.2631578947368425,6.368421052631579,6.421052631578948,5.894736842105263,0.7894736842105263
198,0,23,13,4,8,5,2,2,3,7,6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,15.38,19.23,17.31,19.23,9.62,19.23,4.526315789473684,6.526315789473684,6.2631578947368425,4.315789473684211,5.473684210526316,3.8947368421052633,0.15789473684210525
199,0,30,7,2,2,1,4,5,3,2,8,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1,17.5,17.5,20,12.5,20,12.5,7.2105263157894735,5.7894736842105265,6.7368421052631575,5.894736842105263,6.052631578947368,5.578947368421052,0.7368421052631579
200,0,25,8,2,1,1,1,7,2,9,10,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4,13.21,18.87,18.87,16.98,16.98,15.09,7.5,6.944444444444445,7.055555555555555,6.722222222222222,7,6.166666666666667,0.8333333333333334
201,0,25,8,2,8,8,1,4,2,7,8,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6,15.38,17.31,17.31,17.31,17.31,15.38,6.578947368421052,7.2631578947368425,7.315789473684211,6.368421052631579,6.368421052631579,5.631578947368421,0.3157894736842105
202,0,22,2,2,8,5,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,15.38,19.23,19.23,19.23,15.38,11.54,5.684210526315789,6.894736842105263,7.631578947368421,5.947368421052632,6.368421052631579,4.947368421052632,0.5263157894736842
203,0,22,2,2,4,10,6,6,2,2,3,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2,16,20,18,20,18,8,6.894736842105263,7.368421052631579,8,6.315789473684211,6.157894736842105,5.7894736842105265,0.7368421052631579
204,0,26,8,2,8,6,3,5,1,7,10,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7,19.61,15.69,17.65,15.69,17.65,13.73,5.684210526315789,6,6.421052631578948,6.315789473684211,6.842105263157895,4.842105263157895,0.3684210526315789
205,0,23,10,2,5,5,1,7,1,2,8,2,6,8,6,6,7,2,6,9,3,3,8,5,6,3,5,15.38,17.31,19.23,19.23,11.54,17.31,6.2105263157894735,6.526315789473684,6.894736842105263,5.7368421052631575,5.894736842105263,5,0.631578947368421
206,0,31,8,1,2,2,1,5,1,9,5,5,5,9,7,7,7,7,9,9,5,7,7,7,9,5,7,14.58,16.67,20.83,18.75,16.67,12.5,5.894736842105263,7.578947368421052,7.684210526315789,6.473684210526316,6.684210526315789,5.7894736842105265,0.42105263157894735
207,0,23,10,2,9,5,1,3,1,1,10,8,8,7,5,5,2,3,4,3,7,7,6,5,7,9,6,17.31,13.46,17.31,19.23,19.23,13.46,8.421052631578947,6.578947368421052,6.7368421052631575,8.157894736842104,6.7894736842105265,6.052631578947368,0.9473684210526315
208,0,25,10,1,2,1,2,4,3,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,11.54,13.46,19.23,19.23,19.23,17.31,7.7368421052631575,7.631578947368421,7.315789473684211,7.842105263157895,7,6.052631578947368,1
209,0,28,13,1,7,3,3,6,2,7,3,2,6,8,5,5,6,8,8,3,6,7,8,7,10,3,3,13.04,21.74,17.39,17.39,15.22,15.22,5.368421052631579,7.2631578947368425,6.7894736842105265,6.105263157894737,6.2631578947368425,4.842105263157895,0.21052631578947367
210,0,29,10,2,10,4,2,6,3,2,9,3,9,8,9,9,9,1,2,9,5,7,7,7,7,5,1,20,15.56,20,15.56,11.11,17.78,6,7.157894736842105,7.421052631578948,6.368421052631579,6.157894736842105,5.894736842105263,0.631578947368421
211,0,28,13,2,9,1,2,4,1,9,9,8,9,10,9,9,5,8,1,9,9,10,10,9,7,10,7,16.36,16.36,18.18,18.18,16.36,14.55,7.105263157894737,6.473684210526316,6.894736842105263,5.7368421052631575,6.526315789473684,5.7368421052631575,0.6842105263157895
212,0,27,8,3,3,6,1,5,2,7,8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3,14.29,18.37,18.37,16.33,18.37,14.29,6.894736842105263,7.473684210526316,7.421052631578948,7.315789473684211,6.578947368421052,6.315789473684211,0.7368421052631579
213,0,25,13,3,9,10,2,4,2,7,8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,15.52,17.24,17.24,17.24,17.24,15.52,7.052631578947368,7.2631578947368425,7.052631578947368,6.894736842105263,6.684210526315789,6.473684210526316,0.7368421052631579
214,1,23,10,2,6,8,1,6,2,2,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,17.02,21.28,17.02,21.28,14.89,8.51,5.625,7.25,7.8125,6.8125,7.3125,5.0625,0.125
215,1,26,8,4,3,1,1,4,1,7,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,14.89,19.15,21.28,19.15,14.89,10.64,6.888888888888889,7.5,8,7.611111111111111,8.333333333333334,6.722222222222222,0.4444444444444444
216,1,27,8,2,7,1,2,5,3,7,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,7.5,17.5,20,22.5,12.5,20,3.6875,6.6875,7.125,6.0625,7,5,0.0625
217,1,26,10,2,8,1,5,4,2,2,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,21.28,17.02,21.28,12.77,6.38,21.28,7.875,7.75,9.0625,7.125,8.75,6.625,0.6875
218,1,24,10,2,9,5,1,4,2,2,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,20.51,5.13,23.08,12.82,17.95,20.51,5.714285714285714,7.785714285714286,8.428571428571429,5.714285714285714,8.071428571428571,5.142857142857143,0.21428571428571427
219,1,26,8,2,1,1,1,3,2,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,16.28,16.28,18.6,16.28,16.28,16.28,7.428571428571429,8.071428571428571,8.214285714285714,7.785714285714286,7.785714285714286,7,0.5
220,1,25,13,6,1,1,1,5,2,6,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,16.67,16.67,16.67,16.67,14.81,18.52,5.3125,8.25,8.6875,7.25,8,6.4375,0.1875
221,1,27,8,4,6,1,2,6,3,7,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,15.56,17.78,17.78,17.78,17.78,13.33,6.285714285714286,7.928571428571429,8.571428571428571,6.5,7.785714285714286,5.928571428571429,0.35714285714285715
222,1,27,2,2,8,3,2,6,3,2,5,1,6,8,10,9,6,4,7,9,1,9,9,10,8,3,1,9.52,19.05,23.81,19.05,4.76,23.81,3.375,7.375,8.0625,4.5625,5.625,4.0625,0.0625
223,1,28,7,2,6,6,2,4,2,2,8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2,17.39,17.39,19.57,19.57,10.87,15.22,5.642857142857143,7.642857142857143,7.714285714285714,5.714285714285714,7,5.928571428571429,0.07142857142857142
224,1,32,3,2,1,3,6,7,4,15,6,4,4,7,5,5,5,6,8,10,1,8,9,2,4,1,8,17.24,17.24,17.24,17.24,13.79,17.24,6.285714285714286,8.214285714285714,8.428571428571429,6.5,7.5,6,0.35714285714285715
225,1,28,8,3,4,9,1,7,2,7,10,8,3,8,8,8,7,3,9,8,8,9,7,9,9,2,6,14.71,14.71,14.71,14.71,20.59,20.59,6.0625,7.6875,7.8125,7.1875,7.5,5.5,0.25
226,1,23,8,2,1,3,2,3,1,6,10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4,25.64,17.95,15.38,20.51,10.26,10.26,8.625,7.6875,7.875,7.8125,8.0625,6.1875,0.6875
227,1,26,8,2,7,7,2,6,3,7,7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1,20,16,18,16,16,14,6.9411764705882355,7.235294117647059,7.176470588235294,6.882352941176471,7.470588235294118,5.470588235294118,0.4117647058823529
228,1,24,10,4,1,4,3,7,3,2,3,1,2,8,4,5,8,4,6,9,2,4,7,8,9,2,8,13.51,18.92,21.62,13.51,13.51,18.92,5.928571428571429,8.357142857142858,8.642857142857142,5.785714285714286,7.142857142857143,5,0.07142857142857142
229,1,28,10,2,7,1,1,6,3,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,21.43,16.67,21.43,16.67,11.9,11.9,7.4,7.2,8.466666666666667,7.466666666666667,8.466666666666667,6,0.4
230,1,42,13,2,5,1,2,7,3,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,23.81,23.81,23.81,23.81,2.38,2.38,5.6875,7.1875,6.875,6.5,7.25,5.625,0.25
231,1,30,13,3,1,1,1,6,3,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,18.6,20.93,23.26,23.26,2.33,11.63,6.125,7.3125,7.5,7.375,7.625,6.0625,0.3125
232,1,31,13,2,4,7,2,5,4,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,17.78,17.78,17.78,17.78,13.33,15.56,5.461538461538462,7.846153846153846,7.615384615384615,6,7,5.923076923076923,0.07692307692307693
233,1,29,13,4,1,1,1,3,2,7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,14,20,18,16,14,18,6.071428571428571,7.571428571428571,7.928571428571429,7.285714285714286,7.571428571428571,6.214285714285714,0.35714285714285715
234,0,22,3,6,1,5,3,7,3,2,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,20,20,20,10,10,20,5.6,8.2,7.2,7,6.8,4.6,0.4
235,0,23,9,2,3,1,1,4,3,2,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,15,15,20,20,20,10,8.166666666666666,8,7,7.666666666666667,5.5,5,0.8333333333333334
236,0,24,10,4,3,3,2,7,1,2,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,15,20,15,20,15,15,6.333333333333333,7.166666666666667,7.166666666666667,4.5,5.5,3.6666666666666665,0.16666666666666666
237,0,34,7,2,10,1,3,7,4,6,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,10,20,20,20,20,10,5,7.6,7.8,5.8,6,3.8,0.4
238,0,27,15,2,3,5,1,2,1,6,8,5,8,8,10,10,8,2,8,7,5,9,9,10,10,7,6,15,20,20,15,15,15,6.857142857142857,7.857142857142857,7.285714285714286,7,7,6,0.5714285714285714
239,0,34,10,2,6,6,2,6,3,7,3,3,5,8,8,7,8,1,6,9,6,8,8,6,7,1,8,10,25,20,20,5,20,5.666666666666667,7.666666666666667,7.333333333333333,5.166666666666667,4.833333333333333,4.5,0.3333333333333333
240,0,26,8,4,1,1,1,6,3,6,10,10,9,10,10,8,9,14,9,10,10,10,10,10,10,10,3,10,30,30,10,10,10,6.714285714285714,7,7,8.285714285714286,7,5.285714285714286,0.8571428571428571
241,0,29,8,4,1,1,2,4,2,7,8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3,90,2,2,2,2,2,6.333333333333333,8.166666666666666,7.166666666666667,7.666666666666667,7.166666666666667,6,1
242,0,26,3,3,3,3,3,7,3,2,6,5,5,8,10,10,9,4,9,10,1,9,10,10,10,1,8,20,20,25,20,5,10,8,7.375,7.5,7.125,6,6,0.75
243,1,27,16,2,2,3,2,6,2,2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,20,20,20,25,5,10,5.666666666666667,6.555555555555555,7.444444444444445,5.666666666666667,5.444444444444445,5.222222222222222,0.7777777777777778
244,1,28,8,2,8,9,2,5,3,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,20,20,20,10,10,20,6.333333333333333,7.222222222222222,7,6.666666666666667,7.777777777777778,6.111111111111111,0.6666666666666666
