iid,gender,age,field_of_study,race,imprace,imprelig,goal,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr,sinc,intel,fun,amb,shar,avg_attr,avg_sinc,avg_intel,avg_fun,avg_amb,avg_shar,yes_freq
171,1,29,8,2,1,1,1,4,2,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,19.57,10.87,19.57,19.57,19.57,10.87,5.6,8.1,8.5,5.7,7.5,4.9,0.3
519,0,26,9,2,8,9,2,4,2,13,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,40,5,30,15,5,5,6,7.277777777777778,7,5.777777777777778,6.055555555555555,4.722222222222222,0.3333333333333333
530,0,22,5,4,1,1,2,7,3,10,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,20,20,10,15,5,30,4.15,7.75,7.45,5.15,6.45,3.85,0.15
166,1,26,8,6,1,9,5,5,2,7,5,5,9,4,4,2,5,1,3,9,1,5,8,7,10,1,7,27.78,19.44,19.44,27.78,2.78,2.78,7.363636363636363,6.818181818181818,7.363636363636363,6.636363636363637,7.272727272727272,5.636363636363637,0.2727272727272727
94,1,28,8,4,6,8,2,6,3,7,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,3.5714285714285716,5.142857142857143,6.857142857142857,5,7.642857142857143,4.428571428571429,0.14285714285714285
70,1,26,8,2,5,1,5,2,1,7,9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,25,10,20,20,15,10,6,7.444444444444445,8.555555555555555,8,8.444444444444445,6.222222222222222,0.3333333333333333
321,1,29,8,2,3,3,1,5,1,7,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,30,15,15,20,10,10,5.916666666666667,6.583333333333333,7.5,5.916666666666667,6.916666666666667,4.666666666666667,0.3333333333333333
449,1,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,55,2,1,40,1,1,7.666666666666667,7.222222222222222,8.222222222222221,8.11111111111111,8.222222222222221,6.111111111111111,0.3333333333333333
65,0,23,11,6,6,3,2,5,3,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,17,17,17,17,17,15,6.5,7.3,7,7.8,6.2,5.7,0.4
236,0,24,10,4,3,3,2,7,1,2,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,15,20,15,20,15,15,6.333333333333333,7.166666666666667,7.166666666666667,4.5,5.5,3.6666666666666665,0.16666666666666666
75,1,24,1,6,3,3,6,5,3,1,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,20,20,20,20,10,10,5.625,7.375,7.875,5.5,7.25,4.625,0.25
119,0,19,16,3,5,2,1,3,1,1,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8,50,15,10,10,10,5,7.666666666666667,7.333333333333333,6.666666666666667,6.444444444444445,6.444444444444445,5.888888888888889,0.7777777777777778
456,0,29,8,4,3,2,2,6,1,7,1,1,8,8,7,7,6,2,8,8,4,7,7,6,6,8,8,25,20,15,10,15,15,7.4,6.2,6.8,7,7.4,6.4,1
34,0,21,8,4,2,2,1,6,2,7,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7,30,5,30,15,15,5,7,7.142857142857143,7.142857142857143,6.642857142857143,6.928571428571429,5.214285714285714,0.6428571428571429
410,1,27,8,2,8,8,1,5,1,7,10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,20,20,20,20,10,10,7.384615384615385,8.23076923076923,8.23076923076923,7.615384615384615,7.538461538461538,6.769230769230769,0.6923076923076923
74,1,25,5,2,3,1,5,7,2,5,8,3,5,9,10,10,9,6,8,10,2,9,10,8,8,3,5,30,0,30,30,10,0,5.3,7.3,7.6,6,7.2,4.9,0.3
29,0,22,11,2,4,5,1,6,1,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,20,22,18,15,15,10,5.769230769230769,7.076923076923077,6.384615384615385,6.076923076923077,6.3076923076923075,4.6923076923076925,0.2307692307692308
334,1,29,8,4,1,1,1,5,3,4,9,4,9,9,8,8,5,6,8,5,5,6,6,3,5,8,5,40,10,15,10,10,15,7.125,7.375,7.625,7.875,6.625,5.625,0.625
300,0,35,3,2,1,1,2,6,2,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,15,20,25,15,15,10,5.181818181818182,6.818181818181818,7.272727272727272,5.545454545454546,5.909090909090909,5.2727272727272725,0.2727272727272727
373,1,29,8,3,3,1,2,5,2,7,7,5,8,8,7,6,3,5,9,8,2,3,4,5,9,8,2,75,5,5,10,0,5,8.75,8.25,8.25,7.916666666666667,8,7.583333333333333,0.8333333333333334
228,1,24,10,4,1,4,3,7,3,2,3,1,2,8,4,5,8,4,6,9,2,4,7,8,9,2,8,13.51,18.92,21.62,13.51,13.51,18.92,5.928571428571429,8.357142857142858,8.642857142857142,5.785714285714286,7.142857142857143,5,0.07142857142857142
414,1,29,8,2,2,10,6,1,1,7,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,95,1,1,1,1,1,6.538461538461538,7.538461538461538,7.846153846153846,6.153846153846154,8.153846153846153,4.923076923076923,0.4615384615384616
315,1,27,5,2,1,4,3,5,3,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,6.67,19.05,42.86,9.52,14.29,7.62,6.291666666666667,7.583333333333333,8.333333333333334,6.333333333333333,7.333333333333333,5.625,0.3333333333333333
76,0,34,6,2,5,7,2,7,2,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,10,10,30,20,10,20,5.785714285714286,7,7.785714285714286,7.571428571428571,6.714285714285714,6.071428571428571,0.42857142857142855
364,1,27,8,3,6,2,3,4,2,7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,25,25,25,15,10,0,6.388888888888889,7.944444444444445,7.722222222222222,7.555555555555555,7.055555555555555,6,0.4444444444444444
276,1,26,10,2,7,3,2,4,1,2,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,24,16,28,14,8,10,5.809523809523809,6.476190476190476,7.428571428571429,6.238095238095238,6.142857142857143,5.285714285714286,0.3333333333333333
55,1,23,1,1,1,1,6,4,2,1,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,20,25,25,10,10,10,6.117647058823529,7.0588235294117645,6.9411764705882355,6.9411764705882355,6.764705882352941,5.470588235294118,0.35294117647058826
175,0,23,13,6,5,8,2,3,1,7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3,12.24,20.41,16.33,14.29,20.41,16.33,5.777777777777778,7.555555555555555,7.333333333333333,6.111111111111111,6.555555555555555,7,0.4444444444444444
235,0,23,9,2,3,1,1,4,3,2,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,15,15,20,20,20,10,8.166666666666666,8,7,7.666666666666667,5.5,5,0.8333333333333334
39,0,24,1,3,6,4,5,6,4,1,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1,20,20,20,15,15,10,4.285714285714286,7.5,7,7.071428571428571,6.285714285714286,5.357142857142857,0.14285714285714285
24,0,27,11,2,2,3,2,6,4,9,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,10,20,20,15,20,15,6.615384615384615,7,7.461538461538462,6.6923076923076925,6.846153846153846,5.461538461538462,0.5384615384615384
251,1,33,7,6,2,2,6,4,1,10,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,19,19,19,19,19,5,5.142857142857143,6.857142857142857,7.285714285714286,5.857142857142857,5.857142857142857,5.428571428571429,0.14285714285714285
255,0,26,10,4,3,1,1,7,3,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,16.67,16.67,16.67,16.67,16.67,16.67,5.555555555555555,6.166666666666667,6,4.888888888888889,5.444444444444445,5.055555555555555,0.3333333333333333
207,0,23,10,2,9,5,1,3,1,1,10,8,8,7,5,5,2,3,4,3,7,7,6,5,7,9,6,17.31,13.46,17.31,19.23,19.23,13.46,8.421052631578947,6.578947368421052,6.7368421052631575,8.157894736842104,6.7894736842105265,6.052631578947368,0.9473684210526316
48,1,22,12,2,9,2,1,5,2,6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,30,15,25,25,5,0,6.722222222222222,6.222222222222222,5.833333333333333,6.722222222222222,5.555555555555555,5.111111111111111,0.4444444444444444
465,1,23,7,2,1,3,6,7,3,6,4,8,1,3,8,8,4,1,4,9,2,1,3,10,10,1,1,20,20,20,20,20,0,5.2,6.2,5,6,3.8,3.6,0.2
441,1,24,1,2,4,2,2,7,1,1,6,1,6,7,7,8,7,14,9,9,8,9,10,10,10,7,2,35,10,25,20,5,5,6.666666666666667,7.111111111111111,7.444444444444445,7.333333333333333,7.222222222222222,6.555555555555555,0.4444444444444444
545,1,24,5,2,7,1,1,7,2,4,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,20,20,20,20,10,10,6,6.25,6.166666666666667,6.166666666666667,6,4.916666666666667,0.5
374,1,30,8,4,6,6,2,4,2,7,10,10,8,7,8,8,5,5,6,5,6,9,10,9,8,4,4,50,10,10,10,5,15,5.769230769230769,7.538461538461538,7.538461538461538,5.923076923076923,7.230769230769231,5.153846153846154,0.3076923076923077
442,1,25,1,2,1,1,4,6,1,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,40,10,0,45,0,5,6.1,7.9,8.1,6.1,7.7,4.5,0.4
462,1,33,5,4,1,5,4,6,6,2,8,7,5,2,6,6,1,2,7,3,8,5,7,6,9,2,2,30,30,10,10,0,20,4.166666666666667,8.333333333333334,6.833333333333333,4.666666666666667,6.833333333333333,3.6666666666666665,0.16666666666666666
551,1,27,8,1,2,1,1,6,3,7,6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1,40,20,20,20,0,0,6.277777777777778,6.888888888888889,6.944444444444445,5.666666666666667,6.333333333333333,5.166666666666667,0.5555555555555556
309,1,32,9,2,5,9,3,3,2,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,6.916666666666667,8.25,8.416666666666666,7.333333333333333,6.916666666666667,6.333333333333333,0.5
293,1,28,8,3,3,7,2,5,2,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,23,18,21,18,10,10,5.619047619047619,6.571428571428571,6.761904761904762,5.380952380952381,6.904761904761905,4.333333333333333,0.2857142857142857
320,1,36,7,2,6,8,4,5,5,2,4,1,9,9,8,4,6,3,1,10,1,5,7,2,5,2,1,20,16,16,16,16,16,5.5,6.75,7.583333333333333,5.666666666666667,7,5.666666666666667,0
91,0,25,1,6,6,8,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,15,3,50,20,2,10,8.333333333333334,7.933333333333334,8.2,7.8,8.2,6.733333333333333,0.8666666666666667
447,1,26,13,4,1,1,1,7,2,7,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,15,30,25,20,0,10,7.1,8.1,8.4,6.9,8.4,4.8,0.3
42,1,23,5,4,1,6,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,20,25,20,15,10,10,4.8,5.866666666666666,6.8,5.533333333333333,6.666666666666667,4.8,0.2
304,0,28,3,2,1,10,1,7,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6.538461538461538,7.384615384615385,6.615384615384615,7.3076923076923075,6.076923076923077,5.153846153846154,0.3076923076923077
451,1,30,8,4,3,1,2,3,3,7,3,3,2,4,4,3,3,4,3,6,7,5,7,7,8,6,6,20,40,5,20,5,10,3,7.222222222222222,8.333333333333334,4.888888888888889,8.222222222222221,4.666666666666667,0
417,0,29,3,2,1,1,1,5,3,3,6,1,4,5,8,8,8,3,5,7,2,6,7,7,6,3,8,20,20,20,10,10,20,5.285714285714286,8.142857142857142,7.428571428571429,6,6.285714285714286,5.857142857142857,0.14285714285714285
344,0,26,13,3,1,3,3,4,3,9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,15,15,15,20,20,15,6.888888888888889,7.277777777777778,7.555555555555555,7.166666666666667,7.444444444444445,6.722222222222222,0.3888888888888889
127,1,22,5,2,1,1,6,5,1,6,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,25,25,25,15,5,5,7.333333333333333,5.888888888888889,6.111111111111111,6.111111111111111,6.111111111111111,5.111111111111111,0.5555555555555556
273,1,29,10,2,8,4,2,5,2,2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,30,25,18,18,4,5,5.7,6.65,7.4,5.45,6.35,4.9,0.3
225,1,28,8,3,4,9,1,7,2,7,10,8,3,8,8,8,7,3,9,8,8,9,7,9,9,2,6,14.71,14.71,14.71,14.71,20.59,20.59,6.0625,7.6875,7.8125,7.1875,7.5,5.5,0.25
88,0,23,11,2,8,7,1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,15,15,20,15,20,15,6.733333333333333,7.466666666666667,7.066666666666666,6.666666666666667,6.533333333333333,6.066666666666666,0.3333333333333333
216,1,27,8,2,7,1,2,5,3,7,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,7.5,17.5,20,22.5,12.5,20,3.6875,6.6875,7.125,6.0625,7,5,0.0625
30,0,23,1,2,2,4,1,7,2,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,10,20,20,20,20,10,5.909090909090909,6.636363636363637,7.363636363636363,6.090909090909091,7.181818181818182,5.090909090909091,0.2727272727272727
460,1,33,7,2,2,1,1,4,2,2,9,7,10,10,10,10,8,1,7,9,10,6,9,10,10,1,5,20,10,20,15,15,20,7,8.5,8,6.833333333333333,6.666666666666667,6.166666666666667,0.8333333333333334
122,1,22,1,6,1,1,1,3,1,1,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,40,15,10,20,5,10,8.375,8.875,8.625,8.875,7.625,7.5,0.875
360,0,24,3,6,8,4,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,20,30,10,10,10,20,5.933333333333334,8.066666666666666,7.6,5.933333333333334,6.533333333333333,5.6,0.26666666666666666
431,0,27,9,4,5,8,2,7,3,7,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,15,15,25,15,15,15,5.785714285714286,5.785714285714286,6.428571428571429,4.5,7.142857142857143,4.214285714285714,0.5
189,1,27,1,6,6,1,1,6,2,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,16.98,16.98,16.98,16.98,16.98,15.09,5.222222222222222,7.222222222222222,7,5.888888888888889,6.444444444444445,5.777777777777778,0.3333333333333333
552,1,25,18,2,1,1,1,2,1,15,8,2,5,10,10,10,7,1,9,8,3,7,9,10,10,7,3,70,0,15,15,0,0,7.0588235294117645,5.647058823529412,5.9411764705882355,5.411764705882353,5.9411764705882355,5.0588235294117645,0.7058823529411765
168,1,23,10,4,1,1,1,4,2,10,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,11.11,17.78,17.78,17.78,17.78,17.78,4.454545454545454,7.363636363636363,7.454545454545454,6.2727272727272725,6.181818181818182,5.363636363636363,0.09090909090909093
63,0,24,1,4,1,3,3,6,1,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,5,15,45,25,0,10,4.625,6.875,7,6,5.5,4.625,0.125
173,1,22,2,2,5,7,1,4,1,2,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,18.37,18.37,20.41,20.41,16.33,6.12,6.2727272727272725,7.727272727272728,8.363636363636363,7.363636363636363,7.454545454545454,6.818181818181818,0.4545454545454546
362,1,30,1,2,1,1,1,4,3,1,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,20.51,14.53,24.79,17.09,5.98,17.09,5.5625,7.25,7.875,7,6.9375,5.875,0.375
457,0,55,6,4,1,1,6,7,3,6,1,2,1,8,9,9,10,1,1,10,4,7,3,10,8,1,1,25,0,25,25,0,25,5.8,7.2,6.8,7.2,5,5.6,0.2
286,1,22,2,2,4,7,1,6,3,2,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,10,15,25,15,15,20,4.85,6.6,7,5.15,6.1,4.3,0
45,1,28,8,2,6,6,2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,25,15,25,15,0,20,5.111111111111111,6.166666666666667,6.833333333333333,3.7777777777777777,6.444444444444445,4.055555555555555,0.2222222222222222
135,0,26,3,2,9,6,1,7,2,2,3,1,1,1,9,9,10,1,7,7,1,8,7,10,10,2,9,18.18,22.73,18.18,13.64,13.64,13.64,6.375,7.75,7.5,5.75,6.75,4.75,0.75
5,0,21,1,2,8,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,20,5,25,25,10,15,5.3,7.7,7.6,7.2,7.8,6.2,0.3
412,1,27,8,2,1,1,1,5,2,7,10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,75,5,5,5,5,5,5.363636363636363,7.181818181818182,7.363636363636363,6.7272727272727275,7.272727272727272,5.636363636363637,0.2727272727272727
400,1,26,8,2,7,7,5,4,2,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,70,5,20,3,1,1,7.083333333333333,7.75,8.083333333333334,7.083333333333333,8.25,6.916666666666667,0.6666666666666666
324,0,23,3,2,8,3,1,4,2,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,40,10,15,20,10,5,7.25,7.375,7,7.75,6.75,7,0.375
317,1,30,8,2,1,1,1,4,1,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,50,0,20,20,0,10,8,7.666666666666667,7.916666666666667,8.583333333333334,7.416666666666667,6.583333333333333,0.6666666666666666
534,1,24,5,6,1,1,3,5,6,5,7,9,3,9,9,8,6,7,7,7,3,6,7,8,7,4,1,30,30,30,5,2,3,5.611111111111111,6.388888888888889,6.777777777777778,5.777777777777778,6.611111111111111,4.833333333333333,0.3333333333333333
368,1,24,13,6,1,1,1,4,2,6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,20,10,25,20,10,15,6.642857142857143,8.142857142857142,7.5,7.642857142857143,7.071428571428571,7,0.5714285714285714
174,0,29,8,4,1,1,4,5,3,7,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,9.52,23.81,16.67,16.67,16.67,16.67,4.857142857142857,7.714285714285714,7.285714285714286,5.571428571428571,5.571428571428571,5.857142857142857,0.14285714285714285
302,0,21,3,2,8,7,2,3,1,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,50,5,20,10,5,10,5.076923076923077,5.461538461538462,5.6923076923076925,6,5.923076923076923,5.076923076923077,0
124,1,22,8,4,1,1,2,4,1,1,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,40,10,10,10,10,20,3.75,5.25,6.75,2.625,8.5,1.375,0
343,0,32,10,2,5,6,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,25,20,10,15,25,5.266666666666667,7.666666666666667,7.733333333333333,5.866666666666666,7.333333333333333,5.6,0.2
191,1,28,8,2,6,1,5,4,2,7,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,20.45,20.45,20.45,18.18,18.18,2.27,6.333333333333333,7.222222222222222,7.222222222222222,7.222222222222222,7.555555555555555,6.444444444444445,0.7777777777777778
37,0,27,3,2,5,8,2,6,2,7,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9,10,10,30,25,10,15,4.909090909090909,7.090909090909091,7.272727272727272,5.7272727272727275,6.7272727272727275,5.181818181818182,0.2727272727272727
197,0,24,13,6,2,1,1,4,3,7,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,14,18,20,18,16,14,6.7894736842105265,6.894736842105263,7.263157894736843,6.368421052631579,6.421052631578948,5.894736842105263,0.7894736842105263
182,0,22,4,1,7,5,1,4,3,4,5,6,2,8,3,2,1,4,1,7,8,2,6,4,10,8,1,16.07,17.86,17.86,17.86,17.86,12.5,5,8,7.571428571428571,6.857142857142857,7.857142857142857,5,0.14285714285714285
201,0,25,8,2,8,8,1,4,2,7,8,8,8,8,7,7,7,8,7,7,7,7,7,7,7,7,6,15.38,17.31,17.31,17.31,17.31,15.38,6.578947368421052,7.263157894736843,7.315789473684211,6.368421052631579,6.368421052631579,5.631578947368421,0.3157894736842105
263,0,26,3,1,9,10,1,6,2,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,20,20,20,10,20,10,5.944444444444445,7.111111111111111,7.555555555555555,7.277777777777778,6.444444444444445,5.944444444444445,0.7777777777777778
138,1,32,8,2,9,6,1,3,2,7,7,2,9,8,6,6,1,7,7,9,9,4,9,2,9,6,2,20,20,20,20,6.67,13.33,8,8,8.75,8.25,8.25,8,0.5
379,0,38,8,2,4,6,2,7,2,7,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,15,15,20,15,15,20,6.571428571428571,7.285714285714286,7.785714285714286,6.714285714285714,8,6.5,0.5714285714285714
64,0,27,11,4,6,3,2,6,5,9,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,10,25,25,10,10,20,5.3,6.2,7.4,5.6,6.5,4.7,0.2
538,1,32,5,2,1,1,1,4,2,7,8,2,8,8,8,8,8,8,6,8,5,4,6,3,6,6,6,50,0,10,30,0,10,5.538461538461538,6.153846153846154,7.153846153846154,7.846153846153846,6.615384615384615,5.153846153846154,0.6923076923076923
62,0,26,1,3,1,1,2,7,2,1,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,30,10,20,20,10,10,8.125,7.375,7.5,6.75,6.5,6.375,0.875
514,0,23,3,2,8,9,2,4,3,2,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,20,20,20,15,5,20,4.666666666666667,6.857142857142857,6.761904761904762,6.523809523809524,6.571428571428571,5,0.1904761904761905
486,1,32,10,3,1,1,3,6,2,4,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,5.615384615384615,7.3076923076923075,7.923076923076923,6,7,5.615384615384615,0.38461538461538464
269,0,24,7,2,4,5,2,6,2,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,20,10,30,15,15,10,7.647058823529412,7.823529411764706,8.117647058823529,7.117647058823529,7.0588235294117645,6.529411764705882,0.8823529411764706
86,0,22,3,2,1,1,2,7,1,2,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,15,20,20,20,5,20,7,7.733333333333333,7.8,7.4,7.266666666666667,6.066666666666666,0.7333333333333333
73,1,22,8,2,7,3,6,4,2,7,9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,30,10,20,30,0,10,6,7.375,7.625,7.375,8.25,5.625,0.375
509,0,28,6,4,2,2,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,10,20,30,10,10,20,5.2631578947368425,6.7368421052631575,7.105263157894737,6.052631578947368,7.105263157894737,5.631578947368421,0.5263157894736842
267,0,26,10,4,2,2,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,20,30,10,15,10,15,5.625,6.375,5.75,5.3125,5.25,4.75,0.25
128,1,21,5,2,3,1,1,3,2,5,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,40,15,10,20,10,5,7.875,8.625,8.125,6.875,6.625,5,0.75
361,1,34,1,2,5,5,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,30,20,30,5,5,10,4.3076923076923075,6.538461538461538,6.846153846153846,5,6.538461538461538,4.230769230769231,0.2307692307692308
155,0,27,8,2,5,1,2,5,1,9,2,1,10,10,7,8,5,1,1,10,4,10,9,5,7,7,4,15.09,18.87,18.87,16.98,16.98,13.21,7.416666666666667,7.166666666666667,6.833333333333333,6.583333333333333,6.5,5.666666666666667,0.5833333333333334
54,1,28,8,2,1,1,5,5,1,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,40,20,20,20,0,0,4.352941176470588,6.117647058823529,6.676470588235294,4.647058823529412,6.411764705882353,4.823529411764706,0
266,0,28,16,2,2,2,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,25,20,20,25,0,10,7.5,7.970588235294118,7.852941176470588,7.088235294117647,6.264705882352941,6.147058823529412,0.8823529411764706
381,0,24,14,2,6,3,5,4,1,6,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7,20,10,20,35,5,10,6.846153846153846,7.076923076923077,7.076923076923077,7,7,6.461538461538462,0.4615384615384616
4,0,23,1,2,1,1,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,20,20,20,20,10,10,7,7.1,7.7,7.5,7.7,7.2,0.6
382,0,28,14,2,8,1,2,7,3,6,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,25,25,25,10,10,5,6.6,7.133333333333334,7.133333333333334,5.933333333333334,6.466666666666667,5.733333333333333,0.5333333333333333
383,0,27,9,2,10,5,3,6,2,7,9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4,25,20,10,20,15,10,6.583333333333333,7.833333333333333,6.5,6.583333333333333,6.5,5.75,0.5833333333333334
246,1,25,10,2,7,1,1,7,6,2,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,35,20,10,20,10,5,4.125,7.375,6.25,5.375,5.75,4.375,0
434,0,27,11,2,2,2,1,4,2,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,30,15,15,30,0,10,7.153846153846154,7.384615384615385,7.076923076923077,6.3076923076923075,5.615384615384615,5.230769230769231,0.8461538461538461
311,1,29,8,4,1,1,2,6,1,7,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,7.458333333333333,7.916666666666667,7.916666666666667,7.083333333333333,7.5,6.375,0.5
35,0,25,2,2,9,7,1,6,3,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,20,23,23,22,7,5,7.076923076923077,6.615384615384615,7.6923076923076925,5.615384615384615,7.3076923076923075,5.153846153846154,0.6923076923076923
226,1,23,8,2,1,3,2,3,1,6,10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4,25.64,17.95,15.38,20.51,10.26,10.26,8.625,7.6875,7.875,7.8125,8.0625,6.1875,0.6875
121,0,21,3,2,8,1,5,7,1,2,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,35,15,5,30,15,0,4.8,6.5,7.2,4.8,5.4,4,0.2
105,1,25,1,1,1,1,2,7,1,1,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,30,15,20,20,0,5,6.352941176470588,7.9411764705882355,8.176470588235293,8.058823529411764,7.647058823529412,6.588235294117647,0.5294117647058824
262,0,29,3,2,1,10,6,6,3,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,10,40,20,20,0,10,5.333333333333333,7.5,7.666666666666667,5.888888888888889,6.055555555555555,5.333333333333333,0.5
499,0,26,10,2,1,9,5,4,1,2,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1,19,19,19,19,5,19,5.714285714285714,7.714285714285714,8,6.428571428571429,6.857142857142857,4.714285714285714,0.42857142857142855
